age,annual_income,spending_score,work_experience,family_size,profession_doctor,profession_engineer,profession_entertainment,profession_executive,profession_healthcare,profession_homemaker,profession_lawyer,profession_marketing
57,0.388711087,0.52,0.058823529,0.75,0,0,0,0,0,0,0,0
92,0.47128028,0.42,0.352941176,0.125,0,0,0,0,1,0,0,0
29,0.621621906,1,0.411764706,0.25,0,0,1,0,0,0,0,0
62,0.759272321,0.49,0.058823529,0.375,0,0,1,0,0,0,0,0
43,0.741554107,0.9,0,0.375,0,0,1,0,0,0,0,0
72,0.404729068,0.26,0,0,0,0,0,0,0,0,0,1
28,0.613999811,0.88,0.352941176,0.25,0,0,0,0,0,0,0,0
57,0.752845126,0.03,0.294117647,0.375,0,0,0,1,0,0,0,0
86,0.766836514,0.91,0.529411765,0.625,0,0,0,0,0,0,1,0
26,0.338983229,0.07,0.058823529,0.625,0,0,0,0,0,0,1,0
13,0.55013844,0.4,0.529411765,0.25,0,0,0,0,0,0,0,1
1,0.376704181,0.68,0.058823529,0.5,0,0,0,0,0,0,0,0
89,0.645914704,0.64,0.117647059,0.25,0,0,0,0,0,1,0,0
91,0.272316212,0.96,0,0.5,0,0,0,0,1,0,0,0
67,0.726873151,0.63,0.058823529,0.75,0,0,0,0,0,0,0,1
63,0.775253456,0.51,0,0.375,0,0,0,0,0,0,1,0
90,0.986129681,0.62,0,0.625,0,0,0,0,1,0,0,0
87,0.684156779,0.97,0.058823529,0.625,0,0,0,1,0,0,0,0
89,0.795772053,0.55,0.058823529,0.125,0,0,0,0,1,0,0,0
34,0.391411456,0.6,0,0.625,0,0,0,0,0,0,0,0
89,0.441918368,0.82,0,0.25,0,0,0,0,1,0,0,0
31,0.331229537,0.24,0.058823529,0.625,0,1,0,0,0,0,0,0
55,0.343504901,0.93,0.117647059,0.25,1,0,0,0,0,0,0,0
3,0.992541085,0.04,0.529411765,0.125,0,0,0,0,1,0,0,0
64,0.862133766,0.84,0.176470588,0,0,0,0,0,1,0,0,0
1,0.570299094,0.97,0,0.25,1,0,0,0,0,0,0,0
20,0.820907071,0.21,0.411764706,0.375,0,0,0,0,1,0,0,0
18,0.963663449,0.29,0.411764706,0.375,0,0,0,0,0,0,0,0
83,0.653268342,0.2,0.235294118,0.625,0,0,0,0,1,0,0,0
21,0.719819554,0.03,0.058823529,0,0,0,0,0,1,0,0,0
19,0.997494394,0.18,0.235294118,0,0,0,0,0,0,0,0,0
74,0.400839062,0.48,0.529411765,0.625,0,0,0,0,0,0,0,0
44,0.976712603,0.54,0,0,0,0,0,0,0,0,0,0
52,0.629386127,0.19,0.294117647,0.125,0,0,0,0,0,0,0,0
14,0.420089065,0.3,0.058823529,0.625,0,1,0,0,0,0,0,0
10,0.95157232,0.66,0.058823529,0.5,0,0,1,0,0,0,0,0
80,0.47449651,0.5,0.058823529,0.125,0,0,0,0,0,0,1,0
82,0.971085517,0.84,0,0.125,0,0,0,1,0,0,0,0
32,0.347884447,0.75,0.352941176,0.25,0,0,0,0,0,0,0,0
16,0.316064304,0.83,0.235294118,0,0,0,0,0,0,0,0,0
61,0.276579953,0.23,0,0.625,0,0,0,1,0,0,0,0
57,0.265452114,0.23,0,0,0,0,0,0,0,0,0,0
95,0.938170486,0.45,0.058823529,0.125,0,1,0,0,0,0,0,0
38,0.848168697,0.98,0.470588235,0.25,0,0,0,0,0,0,0,0
70,0.46309495,0.38,0.058823529,0.625,0,0,0,0,0,0,1,0
40,0.943023782,0.91,0.294117647,0.125,0,0,0,0,0,0,0,0
92,0.860338783,0.32,0.058823529,0.625,0,0,0,1,0,0,0,0
73,0.569335804,0.18,0.470588235,0.75,0,0,1,0,0,0,0,0
62,0.386468675,0.14,0,0,0,0,0,0,1,0,0,0
12,0.728652342,0.78,0.647058824,0.625,1,0,0,0,0,0,0,0
65,0.286518155,0.93,0.058823529,0.75,0,0,0,0,1,0,0,0
88,0.886631855,0.81,0.117647059,0.125,0,0,0,0,0,0,0,0
55,0.375430322,0.54,0.058823529,0.625,0,0,1,0,0,0,0,0
99,0.645077747,0.14,0.117647059,0.5,0,0,0,0,0,0,0,0
20,0.744459768,0.32,0.058823529,0.5,0,0,1,0,0,0,0,0
97,0.748597176,0.32,0.411764706,0.375,0,0,0,0,0,0,0,0
93,0.329466137,0.43,0.529411765,0.625,0,0,0,0,0,0,0,0
84,0.908140061,0.83,0.352941176,0.125,0,0,0,0,0,0,0,0
16,0.82952404,0.76,0.117647059,0.625,0,0,0,1,0,0,0,0
10,0.754382179,0.57,0.235294118,0.75,1,0,0,0,0,0,0,0
59,0.630786318,0.38,0.058823529,0.125,1,0,0,0,0,0,0,0
54,0.372698369,0.35,0,0.5,0,0,1,0,0,0,0,0
82,0.731721183,0.47,0.058823529,0.375,0,0,0,0,0,0,0,0
83,0.66677019,0.53,0.058823529,0.625,0,0,0,0,0,0,0,0
87,0.645993662,0.1,0.529411765,0.375,0,0,0,1,0,0,0,0
1,0.420057482,0.47,0,0,0,0,0,0,0,0,0,0
89,0.527203723,0.05,0.352941176,0,0,0,0,0,1,0,0,0
32,0.583479845,0.49,0,0.125,0,0,0,0,0,0,0,0
1,0.562398012,0.69,0,0.25,0,0,1,0,0,0,0,0
54,0.616826513,0.66,0.705882353,0.5,1,0,0,0,0,0,0,0
56,0.457420489,0.76,0,0.625,0,0,0,0,1,0,0,0
31,0.754003179,0.81,0.235294118,0.75,0,0,0,1,0,0,0,0
26,0.768673608,0.33,0,0.5,0,0,0,0,1,0,0,0
7,0.870050639,0.65,0.058823529,0.25,1,0,0,0,0,0,0,0
60,0.697390169,0.09,0.058823529,0.125,0,0,0,0,0,0,0,0
92,0.507564193,0.74,0.470588235,0.5,0,0,0,0,0,0,0,0
93,0.797309105,0.41,0.058823529,0.5,0,0,0,0,0,0,0,0
8,0.40300778,0.79,0,0,0,0,0,0,1,0,0,0
81,0.659648162,0.81,0,0.625,0,0,0,0,0,0,1,0
21,0.575726152,0.22,0.235294118,0.125,0,0,1,0,0,0,0,0
96,0.710844642,0.12,0,0.75,0,0,0,0,0,0,0,0
78,0.314695695,0.81,0.176470588,0.25,0,0,0,0,0,0,0,0
86,0.740559234,0.63,0.058823529,0.125,0,0,0,0,0,0,0,0
1,0.96290545,0.55,0.058823529,0,0,0,0,0,1,0,0,0
62,0.923989599,0.44,0.058823529,0.625,0,0,0,0,0,0,0,0
68,0.899896828,0.06,0.058823529,0.25,0,0,0,0,0,0,1,0
70,0.427411119,0.76,0,0.375,0,0,0,0,0,0,0,0
21,0.552117658,0.08,0,0.375,0,0,0,0,1,0,0,0
74,0.972964721,0.18,0.470588235,0.5,0,0,0,0,0,0,0,0
62,0.734774232,0.66,0,0.125,0,0,0,1,0,0,0,0
22,0.666106941,0.45,0,0.25,0,0,0,0,0,1,0,0
87,0.933075052,0.45,0.823529412,0.125,0,0,1,0,0,0,0,0
44,0.825497173,0.42,0.529411765,0.5,0,0,0,0,1,0,0,0
27,0.964347753,0.52,0.470588235,0.625,0,1,0,0,0,0,0,0
95,0.447034857,0.46,0.235294118,0.625,0,0,0,0,0,0,0,0
89,0.366992325,0.47,0.529411765,0.125,0,0,0,0,0,0,0,0
41,0.322965248,0.13,0.058823529,0.25,0,0,0,0,1,0,0,0
41,0.821238696,0.49,0.823529412,0.5,1,0,0,0,0,0,0,0
21,0.969016813,0.21,0.647058824,0.75,0,0,1,0,0,0,0,0
59,0.833650921,0.98,0.058823529,0,0,0,0,0,0,0,0,0
64,0.714529357,0.67,0.058823529,0.75,0,0,0,0,1,0,0,0
38,0.766968111,0.82,0,0.375,0,0,0,0,0,0,0,1
70,0.82804489,0.23,0.235294118,0.25,0,0,0,1,0,0,0,0
25,0.463558171,0.73,0.058823529,0.5,0,0,0,1,0,0,0,0
3,0.880257298,0.59,0.176470588,0,0,0,0,0,0,1,0,0
70,0.809695011,0.08,0.058823529,0.375,0,0,0,0,0,0,0,1
29,0.898380831,0.78,0.529411765,0.5,1,0,0,0,0,0,0,0
88,0.492462126,0.13,0.176470588,0.25,0,0,0,0,0,0,0,0
20,0.536605009,0.18,0.058823529,0.25,0,0,0,0,1,0,0,0
58,0.414767284,0.44,0,0.625,0,1,0,0,0,0,0,0
70,0.294119195,0.94,0,0.5,0,1,0,0,0,0,0,0
44,0.934406814,0.81,0.058823529,0.5,0,0,0,0,0,0,1,0
87,0.530862118,0.83,0,0.25,1,0,0,0,0,0,0,0
0,0.753166223,0.63,0,0.75,0,0,1,0,0,0,0,0
96,0.449782602,0.04,0.529411765,0.625,0,0,0,0,0,0,0,0
75,0.601203323,0.33,0.529411765,0.375,1,0,0,0,0,0,0,0
14,0.848116058,0.69,0,0,0,0,0,1,0,0,0,0
8,0.982671313,0.86,0.058823529,0,0,0,1,0,0,0,0,0
58,0.554296904,0.75,0,0.25,1,0,0,0,0,0,0,0
5,0.702201354,0.47,0,0.625,0,1,0,0,0,0,0,0
70,0.297051175,0.23,0,0.5,0,1,0,0,0,0,0,0
49,0.718345668,0.72,0.176470588,0.25,0,0,0,0,1,0,0,0
60,0.999847348,0.2,0,0.5,0,1,0,0,0,0,0,0
25,0.863097055,0.48,0.058823529,0.5,0,0,0,0,0,0,1,0
47,0.274521777,0.17,0,0.25,0,0,0,0,0,0,0,0
53,0.767052333,0.62,0.705882353,0.75,0,0,0,0,0,1,0,0
24,0.989788076,0.61,0.058823529,0.5,0,0,0,0,1,0,0,0
46,0.673307926,0.03,0.529411765,0.125,0,0,0,0,0,1,0,0
70,0.916514892,0.31,0.058823529,0,0,0,0,0,0,0,1,0
53,0.760572499,0.1,0.823529412,0.25,0,0,0,0,0,0,0,0
63,0.407634729,0.47,0,0.5,0,0,0,0,0,0,1,0
24,0.453319928,0.44,0.058823529,0.625,0,0,0,0,0,0,0,0
5,0.526682599,0.49,0.058823529,0.25,0,0,1,0,0,0,0,0
7,0.351026983,0.5,0.470588235,0.75,0,0,0,0,0,0,0,0
71,0.393190647,0.41,0.058823529,0.625,1,0,0,0,0,0,0,0
23,0.34552623,0.5,0.235294118,0.5,0,0,1,0,0,0,0,0
0,0.322296735,0.81,0.058823529,0.625,0,0,1,0,0,0,0,0
2,0.729199785,0.87,0,0.375,0,0,0,0,1,0,0,0
72,0.802241359,0.04,0.058823529,0.375,0,0,0,0,0,0,0,0
18,0.830413636,0.84,0,0.375,1,0,0,0,0,0,0,0
11,0.875704044,0.59,0.352941176,0.375,0,1,0,0,0,0,0,0
95,0.353874741,0.3,0.058823529,0.75,0,0,0,0,0,0,0,0
20,0.848305558,0.88,0,0.375,0,1,0,0,0,0,0,0
58,0.898265026,0.7,0.058823529,0.75,0,0,0,0,1,0,0,0
67,0.850884858,0.36,0,0.125,0,0,0,0,1,0,0,0
43,0.515944287,0.18,0.529411765,0.625,0,0,0,0,1,0,0,0
36,0.265962711,0.19,0,0.625,0,0,0,0,0,0,0,0
2,0.922273574,0.43,0.470588235,0.375,0,0,0,1,0,0,0,0
35,0.514391443,0.48,0,0.75,0,1,0,0,0,0,0,0
81,0.747539137,0.81,0.176470588,0.375,0,0,1,0,0,0,0,0
84,0.877683262,0.76,0,0.25,0,0,0,0,0,0,0,0
18,0.329787234,0.13,0,0.125,0,0,1,0,0,0,0,0
54,0.945108278,0.04,0.470588235,0.375,0,0,0,0,0,1,0,0
98,0.273016307,0.81,0.705882353,0.75,0,0,0,0,0,0,0,0
75,0.454256898,0.42,0.529411765,0.375,0,0,0,1,0,0,0,0
98,0.342315264,0.23,0,0.375,0,0,0,0,0,0,0,0
94,0.365223662,0.25,0,0.125,0,0,1,0,0,0,0,0
24,0.372329898,0.63,0.294117647,0.25,0,0,0,0,0,0,0,0
47,0.989072189,0.89,0.352941176,0.125,0,0,0,0,0,0,0,0
40,0.610615137,0.55,0.058823529,0.375,0,1,0,0,0,0,0,0
68,0.45816796,0.04,0.529411765,0,0,0,0,0,0,0,0,0
18,0.952530346,0.74,0.117647059,0.125,0,0,0,0,0,0,0,0
83,0.60806742,0.82,0,0.625,0,0,0,0,1,0,0,0
34,0.405208081,0.46,0.058823529,0.25,0,0,0,0,0,0,1,0
81,0.267394486,0.56,0.588235294,0.5,0,0,0,0,0,0,0,0
61,0.770368577,0.43,0.058823529,0.25,0,0,0,0,0,0,0,0
77,0.42696369,0.61,0.294117647,0.25,0,0,0,0,1,0,0,0
52,0.424294904,0.2,0.058823529,0.625,1,0,0,0,0,0,0,0
40,0.905118595,0.11,0.058823529,0.625,1,0,0,0,0,0,0,0
93,0.836988219,0.26,0.470588235,0.625,0,0,0,0,0,0,0,0
45,0.933643551,0.96,0.058823529,0.125,0,0,0,0,1,0,0,0
83,0.9877299,0.03,0.058823529,0,0,0,0,0,0,0,0,0
23,0.493967596,0.25,0,0.75,0,0,0,0,0,0,1,0
15,0.689889143,0.92,0,0.75,0,0,0,0,1,0,0,0
79,0.769210524,0.2,0.352941176,0.625,0,0,1,0,0,0,0,0
80,0.444645057,0.79,0.058823529,0.5,1,0,0,0,0,0,0,0
35,0.760551444,0.15,0,0.375,0,0,1,0,0,0,0,0
39,0.835051112,0.78,0.117647059,0.5,0,0,0,0,1,0,0,0
4,0.508980176,0.28,0,0.375,0,0,1,0,0,0,0,0
83,0.681709076,0.93,0.235294118,0.75,0,0,0,0,1,0,0,0
94,0.602766694,0.39,0,0.375,0,0,0,0,1,0,0,0
33,0.575847221,0.17,0.058823529,0.125,0,0,0,0,0,0,0,0
12,0.784481034,0.96,0.588235294,0.5,0,0,0,0,0,0,0,0
77,0.348763515,0.13,0.058823529,0.125,0,0,0,0,0,0,1,0
48,0.622637835,0.69,0.470588235,0.375,1,0,0,0,0,0,0,0
97,0.677582195,0.58,0.235294118,0.5,0,0,0,0,0,0,0,0
28,0.938470528,0.91,0.235294118,0.75,0,0,0,0,0,0,0,0
99,0.758924906,0.74,0.411764706,0.125,0,0,0,0,0,0,0,1
27,0.434133092,0.31,0.529411765,0.25,0,0,0,0,0,0,0,0
95,0.837009275,0.84,0.352941176,0.125,0,0,0,0,0,0,1,0
6,0.40091802,0.83,0.352941176,0.125,0,0,0,0,0,0,0,0
18,0.409913988,0.49,0.352941176,0.5,0,0,0,1,0,0,0,0
42,0.281048986,0.89,0.352941176,0.375,0,0,0,0,0,0,0,0
50,0.889058503,0.41,0.529411765,0.75,0,0,0,0,0,0,0,0
86,0.678603388,0.07,0.294117647,0.5,0,0,0,0,0,1,0,0
69,0.97417015,0.49,0.294117647,0.375,0,0,0,0,0,0,1,0
23,0.695795214,0.76,0.588235294,0.25,0,0,0,0,0,0,0,0
82,0.431953846,0.46,0.411764706,0,0,0,0,0,1,0,0,0
97,0.703327824,0.58,0.411764706,0.375,0,0,0,0,0,0,0,0
42,0.499247265,0.64,0.411764706,0.625,0,0,0,0,0,0,0,0
75,0.402549823,0.05,0.294117647,0.5,1,0,0,0,0,0,0,0
14,0.498252392,0.09,0.470588235,0,0,0,0,0,1,0,0,0
3,0.320743891,0.3,0.470588235,0,1,0,0,0,0,0,0,0
16,0.417199196,0.82,0.352941176,0.125,0,0,0,0,1,0,0,0
45,0.661548422,0.36,0.294117647,0.125,0,0,1,0,0,0,0,0
23,0.673623759,0.56,0.058823529,0.5,0,0,0,0,0,0,0,0
38,0.400596924,0.62,0.529411765,0.25,0,0,0,1,0,0,0,0
45,0.60398265,0.96,0,0.5,0,0,0,0,0,0,0,0
82,0.831661175,0.92,0.058823529,0,0,0,0,0,0,0,0,0
73,0.493678082,0.44,0.176470588,0,0,0,1,0,0,0,0,0
36,0.395727836,0.41,0.058823529,0.75,0,0,1,0,0,0,0,0
13,0.922584143,0.81,0.058823529,0.375,0,0,0,0,1,0,0,0
96,0.522508343,1,0.470588235,0,0,0,0,0,1,0,0,0
83,0.276827355,0.03,0,0.375,0,0,0,0,1,0,0,0
33,0.899907356,0.75,0,0.375,0,0,0,0,0,0,0,0
68,0.711023614,0.6,0.058823529,0.5,0,1,0,0,0,0,0,0
88,0.879657216,0.34,0,0,0,0,0,0,0,0,1,0
87,0.97191721,0.12,0.058823529,0.625,1,0,0,0,0,0,0,0
88,0.907329424,0.8,0.352941176,0.625,0,0,0,0,0,0,0,0
43,0.654068451,0.67,0.058823529,0.75,0,0,0,0,0,0,0,1
64,0.473601651,0.92,0.588235294,0.625,0,0,0,0,0,0,0,0
96,0.356885679,0.42,0.058823529,0.625,0,0,1,0,0,0,0,0
72,0.926832093,0.7,0.058823529,0.75,1,0,0,0,0,0,0,0
48,0.881789087,0.27,0.117647059,0.75,0,0,0,0,0,0,0,0
64,0.410129807,0.11,0.058823529,0.625,0,0,0,0,0,0,0,0
8,0.303225705,0.81,0,0.125,1,0,0,0,0,0,0,0
52,0.454614842,0.7,0.058823529,0.75,0,1,0,0,0,0,0,0
3,0.494188678,0.39,0.058823529,0.125,0,0,0,0,1,0,0,0
44,0.690047059,0.62,0.235294118,0,0,0,0,0,0,0,0,0
14,0.459125986,0.14,0.470588235,0.375,0,0,0,0,1,0,0,0
50,0.616273806,0.45,0.058823529,0.125,1,0,0,0,0,0,0,0
53,0.79445082,0.01,0.058823529,0.125,0,0,0,0,1,0,0,0
31,0.786312864,1,0,0.25,0,0,0,0,0,0,1,0
31,0.729805131,0.94,0.235294118,0.25,0,1,0,0,0,0,0,0
97,0.781649068,0.42,0.235294118,0.75,1,0,0,0,0,0,0,0
27,0.445629402,0.66,0.235294118,0.625,0,0,0,0,0,0,1,0
2,0.587543559,0.99,0.352941176,0.5,0,0,0,0,0,0,1,0
81,0.572494131,0.6,0.411764706,0.625,0,0,0,0,0,0,0,0
64,0.980149915,0.73,0.588235294,0.5,0,0,0,0,0,0,0,0
11,0.775148178,0.59,0.588235294,0.125,0,0,0,0,0,0,1,0
78,0.700006317,0.67,0.411764706,0.75,0,0,0,0,1,0,0,0
72,0.784802131,0.39,0.470588235,0,0,1,0,0,0,0,0,0
36,0.862460126,0.84,0.294117647,0.75,1,0,0,0,0,0,0,0
97,0.619963785,0.67,0.294117647,0.5,0,0,0,0,0,0,0,0
88,0.692642151,0.18,0.411764706,0.25,0,0,0,0,0,0,0,0
21,0.652215566,0.91,0.411764706,0.5,0,0,0,0,0,0,0,0
62,0.472701528,0.88,0.294117647,0.375,0,0,0,0,0,0,0,0
73,0.913103898,0.57,0.588235294,0.5,0,0,1,0,0,0,0,0
34,0.293145378,0.04,0.235294118,0.625,0,0,0,0,0,0,0,1
50,0.549901565,0.72,0.294117647,0,0,0,0,0,0,0,0,0
39,0.528593386,0.19,0.294117647,0.375,0,0,0,0,0,0,0,0
82,0.331366398,0.47,0.470588235,0.125,0,0,0,0,0,0,1,0
39,0.624053818,0.01,0.235294118,0.625,0,0,0,0,0,0,1,0
13,0.74048554,0.49,0.352941176,0.75,0,0,0,0,0,0,0,0
68,0.397743902,0.87,0.294117647,0.25,0,0,0,0,1,0,0,0
77,0.775400844,0.5,0.352941176,0.625,0,0,0,0,1,0,0,0
35,0.58887532,0.3,0.588235294,0,1,0,0,0,0,0,0,0
5,0.594207628,0.43,0,0.625,0,0,0,0,1,0,0,0
47,0.638334719,0.58,0.058823529,0,0,1,0,0,0,0,0,0
48,0.797577563,0.93,0.411764706,0.125,0,0,0,0,0,0,0,0
34,0.55506543,0.4,0,0.5,0,0,0,0,0,0,0,0
20,0.484529462,0.91,0.058823529,0,0,0,0,0,1,0,0,0
61,0.526282544,0.94,0.588235294,0,0,0,0,0,1,0,0,0
16,0.442181562,0.68,0.529411765,0.625,0,0,0,0,0,0,0,0
2,0.583706191,0.95,0.058823529,0.125,0,0,0,1,0,0,0,0
52,0.434154147,0.95,0.588235294,0,0,0,0,1,0,0,0,0
99,0.735284828,0.2,0.058823529,0.375,0,0,0,0,1,0,0,0
84,0.959994526,0.62,0,0.625,0,0,1,0,0,0,0,0
58,0.628328087,0.94,0.235294118,0.125,0,1,0,0,0,0,0,0
91,0.283133481,0.57,0,0.125,1,0,0,0,0,0,0,0
1,0.475544022,0.92,0,0.125,1,0,0,0,0,0,0,0
67,0.622969459,0.94,0.058823529,0.75,0,1,0,0,0,0,0,0
56,0.723404255,0.87,0,0.125,0,0,0,0,0,0,0,0
62,0.563140219,0.53,0.058823529,0.75,0,0,1,0,0,0,0,0
12,0.518660448,0.52,0,0.625,1,0,0,0,0,0,0,0
38,0.636008085,0.24,0.529411765,0.75,0,0,0,1,0,0,0,0
51,0.30533652,0.83,0.058823529,0.5,0,0,0,1,0,0,0,0
20,0.5629244,0.73,0.058823529,0,0,0,0,0,0,0,0,0
43,0.683156642,0.31,0.058823529,0.125,0,0,1,0,0,0,0,0
93,0.639629634,0.9,0,0.625,0,1,0,0,0,0,0,0
54,0.420715466,0.3,0,0.25,0,0,0,0,1,0,0,0
23,0.590022845,0.74,0.411764706,0.75,0,0,0,0,1,0,0,0
1,0.729868298,0.27,0.176470588,0.375,0,0,0,0,0,0,0,0
64,0.772705739,0.9,0.470588235,0.25,0,0,0,0,1,0,0,0
55,0.394964574,0.3,0.294117647,0.5,0,1,0,0,0,0,0,0
85,0.789418552,0.78,0,0.625,0,0,0,1,0,0,0,0
20,0.657205723,0.39,0.294117647,0.5,0,0,0,0,1,0,0,0
73,0.815043111,0.42,0.470588235,0.375,0,0,0,1,0,0,0,0
53,0.766831251,0.55,0,0,0,0,0,1,0,0,0,0
7,0.723014728,0.89,0.470588235,0.75,0,0,0,0,0,0,0,0
50,0.719361597,0.48,0.058823529,0.25,0,0,1,0,0,0,0,0
12,0.333382463,0.99,0,0.625,0,0,0,0,0,0,0,0
37,0.331061093,0.29,0.058823529,0.5,0,0,0,1,0,0,0,0
78,0.860717782,0.89,0.529411765,0.125,1,0,0,0,0,0,0,0
29,0.768178803,0.4,0.588235294,0.125,0,0,0,0,0,0,0,1
54,0.627575352,0.58,0.588235294,0.75,0,0,0,0,0,0,1,0
89,0.671033931,0.18,0.588235294,0.125,1,0,0,0,0,0,0,0
25,0.716655963,0.98,0.352941176,0.625,0,0,0,0,0,0,0,0
14,0.400060008,0.46,0.411764706,0.25,0,0,0,0,0,0,0,0
12,0.446824302,0.24,0.352941176,0.125,0,0,0,0,1,0,0,0
18,0.435912283,0.01,0.352941176,0.125,0,0,0,0,0,0,0,0
74,0.269826397,0.43,0.294117647,0.5,0,0,1,0,0,0,0,0
21,0.839967575,0.42,0.294117647,0.5,0,0,0,0,1,0,0,0
9,0.685283249,0.88,0.529411765,0.75,0,0,0,0,0,0,0,0
49,0.931464306,0.57,0.294117647,0.625,0,0,0,0,0,0,0,0
58,0.45220925,0.99,0.294117647,0.375,0,0,0,0,0,0,0,0
16,0.399165149,0.05,0.588235294,0.75,0,0,0,0,1,0,0,0
55,0.647693895,0.56,0.411764706,0.25,0,1,0,0,0,0,0,0
31,0.848595071,0.1,0.529411765,0,0,0,0,0,0,0,1,0
59,0.430069378,0.27,0.352941176,0.375,0,0,0,0,0,0,0,1
25,0.910877278,0.03,0.470588235,0.625,0,0,0,0,0,0,0,0
63,0.665248929,0.9,0.352941176,0,0,0,0,0,0,0,0,0
60,0.674855507,0.27,0.352941176,0.5,0,0,0,0,1,0,0,0
41,0.954630634,0.73,0.588235294,0.25,0,0,0,0,0,0,0,0
84,0.515496857,0.7,0.529411765,0.75,0,0,0,0,1,0,0,0
72,0.770800215,0.25,0.352941176,0,0,0,0,0,0,0,0,0
97,0.661832672,0.41,0.352941176,0.375,0,0,0,0,0,0,0,0
43,0.698521903,0.7,0.294117647,0.125,0,0,0,0,1,0,0,0
63,0.611109941,0.08,0.294117647,0,0,0,0,0,0,0,0,0
7,0.714692537,0.42,0.529411765,0.5,0,0,0,0,0,0,0,0
54,0.718082474,0.45,0.529411765,0.625,0,0,0,0,1,0,0,0
27,0.425231874,0.82,0.529411765,0.25,0,0,0,0,0,0,0,0
28,0.961078884,0.6,0.352941176,0.625,0,0,0,1,0,0,0,0
84,0.755719204,0.48,0.411764706,0.125,0,0,0,0,0,0,0,0
71,0.45220925,0.85,0.294117647,0.375,0,0,1,0,0,0,0,0
88,0.735921758,0.99,0.235294118,0.375,0,0,1,0,0,0,0,0
75,0.406734606,0.24,0.470588235,0,0,0,0,0,0,0,0,0
96,0.557802647,0.65,0.235294118,0.5,0,1,0,0,0,0,0,0
83,0.661458936,0.19,0.588235294,0.375,0,1,0,0,0,0,0,0
86,0.518197227,0.76,0.411764706,0.375,0,0,1,0,0,0,0,0
60,0.944881931,0.09,0.235294118,0.25,0,0,0,0,0,0,0,0
5,0.318859423,0.14,0.294117647,0.125,0,1,0,0,0,0,0,0
65,0.398396623,0.19,0.411764706,0.25,0,0,0,0,0,0,0,1
49,0.449398339,0.45,0.470588235,0.5,0,0,0,0,0,0,0,0
78,0.677155821,0.19,0.294117647,0.625,0,0,0,0,0,0,0,1
25,0.959562888,0.78,0.411764706,0.5,0,0,0,0,0,0,0,0
5,0.656416141,0.94,0.588235294,0.25,0,0,0,0,0,0,0,0
58,0.672897344,0.02,0.411764706,0.75,0,0,0,0,0,0,0,0
80,0.941528841,0.97,0.470588235,0.375,0,0,0,0,0,0,0,0
94,0.966674387,0.51,0.294117647,0.5,0,0,0,0,0,0,0,0
62,0.596428985,0.04,0.294117647,0.625,0,0,0,1,0,0,0,0
20,0.442207881,0.77,0.470588235,0.375,0,0,0,0,0,0,0,0
85,0.451419668,0.35,0.588235294,0.375,0,0,0,0,0,0,1,0
72,0.332298104,0.45,0.470588235,0.75,0,1,0,0,0,0,0,0
95,0.36938739,0.06,0.588235294,0.625,0,0,0,1,0,0,0,0
97,0.895559392,0.42,0.294117647,0.5,0,1,0,0,0,0,0,0
25,0.873687978,0.42,0.411764706,0.25,0,0,0,0,0,0,0,0
17,0.788144693,0.78,0.411764706,0.25,0,0,0,0,0,0,0,0
19,0.774063819,0.86,0.529411765,0.375,0,0,0,0,0,0,0,0
59,0.596865887,0.79,0.235294118,0.625,1,0,0,0,0,0,0,0
30,0.587922558,0.73,0.588235294,0.375,0,0,1,0,0,0,0,0
63,0.97292261,0.6,0.529411765,0.25,1,0,0,0,0,0,0,0
23,0.481902787,0.23,0.235294118,0.25,0,0,0,0,0,0,0,0
97,0.498115532,0.17,0.352941176,0.25,0,0,0,0,0,0,0,1
97,0.882004906,0.99,0.235294118,0.75,0,0,0,0,0,0,0,0
94,0.627396381,0.57,0.529411765,0.25,0,0,0,0,0,0,0,0
28,0.506421931,0.67,0.294117647,0.5,0,0,0,0,0,0,0,0
21,0.449214103,0.06,0.235294118,0.75,1,0,0,0,0,0,0,0
25,0.589249055,0.07,0.294117647,0.5,0,0,0,0,0,0,0,0
48,0.826444671,0.45,0.294117647,0.375,0,1,0,0,0,0,0,0
53,0.616521208,0.23,0.529411765,0.75,0,0,0,0,0,0,0,0
97,0.90931917,0.76,0.411764706,0.125,0,0,0,0,0,0,0,0
33,0.828313348,0.52,0.411764706,0.375,0,0,0,0,1,0,0,0
5,0.824612842,0.2,0.235294118,0.5,0,0,1,0,0,0,0,0
72,0.87403013,0.93,0.411764706,0.625,1,0,0,0,0,0,0,0
40,0.356722499,0.15,0.588235294,0.625,1,0,0,0,0,0,0,0
34,0.901981324,0.34,0.470588235,0.375,1,0,0,0,0,0,0,0
63,0.615721099,0.76,0.411764706,0.5,0,0,0,1,0,0,0,0
85,0.514923095,0.38,0.294117647,0.25,1,0,0,0,0,0,0,0
86,0.616942318,0.83,0.588235294,0.25,0,0,0,0,1,0,0,0
63,0.467011275,1,0.588235294,0,0,0,0,0,0,0,0,0
9,0.911877415,0.18,0.294117647,0,0,0,0,0,0,0,0,0
76,0.734032025,0.36,0.470588235,0.75,0,0,0,0,0,0,0,0
19,0.943650184,0.93,0.352941176,0.25,0,0,1,0,0,0,0,0
84,0.717224462,0.9,0.294117647,0.625,0,1,0,0,0,0,0,0
38,0.919041553,0.56,0.470588235,0.125,0,0,0,1,0,0,0,0
